year,country,gov_right1,gov_cent1,gov_left1,gov_party,elect,vturn,womenpar,realgdpgr,inflation,debt_hist,deficit,ttl_labf,labfopar,unemp,pop,pop15_64,pop65,elderly
1968,Malta,0,100,0,1,,89.7,4,,,,,,,,322.09,,,
1969,Malta,0,100,0,1,,89.7,4,,,,,,,,324.95,,,
1970,Malta,0,100,0,1,,89.7,4,,,,,,,,326.94,,,
1971,Malta,0,46.85,53.15,3,14/06/1971,92.9,3.6,,,,,,,,326.69,,,
1972,Malta,0,0,100,5,,92.9,3.6,,,,,,,,324.74,,,
1973,Malta,0,0,100,5,,92.9,3.6,,,,,,,,306.96,,,
1974,Malta,0,0,100,5,,92.9,3.6,,,,,,,,306.34,,,
1975,Malta,0,0,100,5,,92.9,3.6,,,,,,,,308.53,,,
1976,Malta,0,0,100,5,18/09/1976,94.9,3.1,,,,,,,,310.11,,,
1977,Malta,0,0,100,5,,94.9,3.1,,,,,,,,311.32,204.5,25.64,8.24
1978,Malta,0,0,100,5,,94.9,3.1,,,,,,,,314.58,207.71,25.56,8.12
1979,Malta,0,0,100,5,,94.9,3.1,,,,,,,,317.78,210.5,25.57,8.05
1980,Malta,0,0,100,5,,94.9,3.1,,,15.08,,,,,321.13,213.35,25.47,7.93
1981,Malta,0,0,100,5,12/12/1981,94.6,3.1,,,13.46,,,,,323.5,215.43,25,7.73
1982,Malta,0,0,100,5,,94.6,3.1,,,12.65,,,,,330.52,,,
1983,Malta,0,0,100,5,,94.6,3.1,,,14.97,,,,,335.21,,,
1984,Malta,0,0,100,5,,94.6,3.1,,,15.48,,,,,335.28,220.66,28.63,8.54
1985,Malta,0,0,100,5,,94.6,3.1,,,14.37,,,,,341.22,223.37,30.38,8.9
1986,Malta,0,0,100,5,,94.6,3.1,,,12.04,,,,,346.97,225.95,32.42,9.34
1987,Malta,0,63.56,36.44,3,9/5/1987,96.1,2.9,,,15.58,,,,,349.5,227.5,33.15,9.48
1988,Malta,0,100,0,1,,96.1,2.9,,,18.11,,,,,352.8,229.5,33.81,9.58
1989,Malta,0,100,0,1,,96.1,2.9,,,17.81,,,,,356.43,231.68,34.69,9.73
1990,Malta,0,100,0,1,,96.1,2.9,,,22.46,,141.91,60.63,5.4,360.12,234.08,35.66,9.9
1991,Malta,0,100,0,1,,96.1,2.9,,,25.29,,143.48,60.55,4.7,364.04,236.97,36.49,10.02
1992,Malta,0,100,0,1,22/02/1992,96,1.5,4.69,,27.22,,146.14,60.92,5.2,367.49,239.88,37.28,10.14
1993,Malta,0,100,0,1,,96,1.5,4.49,,31.97,,148.14,60.99,5.7,371.36,242.92,37.99,10.23
1994,Malta,0,100,0,1,,96,1.5,5.72,,33.39,,148.74,60.42,5.6,374.94,246.18,38.67,10.31
1995,Malta,0,100,0,1,,96,1.5,6.23,,34.4,-3.5,152.16,61.09,4.8,377.79,249.09,39.77,10.53
1996,Malta,0,82.24,17.76,2,26/10/1996,97.2,5.8,3.99,,38.7,-7.7,155.12,62.08,5.2,380,249.89,40.96,10.78
1997,Malta,0,0,100,5,,97.2,5.8,4.85,3.91,46.6,-7.1,157.11,62.66,6.1,382.79,250.72,42.18,11.02
1998,Malta,0,31.51,68.49,4,5/9/1998,95.4,9.2,3.42,3.7,51.2,-9.3,156.91,61.96,6.2,385.27,253.25,43.01,11.16
1999,Malta,0,100,0,1,,95.4,9.2,4.06,2.29,62.1,-6.7,158.89,62.17,6.7,387.49,255.57,45.12,11.64
2000,Malta,0,100,0,1,,95.4,9.2,6.41,3.04,60.9,-5.5,156.8,60.01,6.7,389.96,261.28,46.5,11.92
2001,Malta,0,100,0,1,,95.4,9.2,0.61,2.51,65.5,-6.1,161.18,60.27,7.6,393.09,267.42,48.98,12.46
2002,Malta,0,100,0,1,,95.4,9.2,2.98,2.61,63.2,-5.4,161.39,59.67,7.4,395.93,270.46,49.68,12.55
2003,Malta,0,100,0,1,12/4/2003,96.9,7.7,2.54,1.94,69.1,-9.1,161.22,58.97,7.7,398.57,273.41,51.55,12.93
2004,Malta,0,100,0,1,,96.9,9.2,0.44,2.73,72,-4.4,160.87,58.19,7.2,401.16,276.45,52.85,13.17
2005,Malta,0,100,0,1,,96.9,9.2,3.79,2.53,70.1,-2.7,162.26,58.16,6.9,403.8,278.99,54.03,13.38
2006,Malta,0,100,0,1,,96.9,9.2,1.83,2.58,64.6,-2.6,164.71,58.61,6.8,405.25,281.01,56.01,13.82
2007,Malta,0,100,0,1,,96.9,9.2,3.99,0.7,62.4,-2.3,167.75,59.11,6.5,406.74,283.81,56.49,13.89
2008,Malta,0,100,0,1,8/3/2008,93.3,8.7,3.35,4.68,62.7,-4.2,171.24,59.69,6,409.37,286.87,57.6,14.07
2009,Malta,0,100,0,1,,93.3,8.7,-2.46,1.84,67.8,-3.3,173,59.95,6.9,412.45,288.59,60.12,14.58
2010,Malta,0,100,0,1,,93.3,8.7,3.54,2.04,67.6,-3.2,175.94,61.03,6.9,414.47,288.28,63.47,15.31
2011,Malta,0,100,0,1,,93.3,8.7,1.91,2.51,69.9,-2.6,179.62,62.5,6.4,416.27,287.41,66.91,16.07
2012,Malta,0,100,0,1,,93.3,8.7,2.84,3.23,67.5,-3.5,183.83,63.94,6.3,419.44,287.5,70.47,16.8
2013,Malta,0,19.45,80.55,4,8/3/2013,93,14.3,4.07,0.98,68.6,-2.6,191.28,66.43,6.4,423.36,287.96,74.15,17.51
2014,Malta,0,0,100,5,,93,14.3,3.72,0.77,67.1,-2,199.37,69.16,5.8,427.42,288.28,77.76,18.19
1960,Netherlands,53.85,46.15,0,1,,95.6,9.3,,,73.4,,4322,,0.9,11486.63,7009.17,1033.7,9
1961,Netherlands,53.85,46.15,0,1,,95.6,9.3,3.22,0.57,73.08,,4367,,0.7,11638.71,7121.01,1064.32,9.14
1962,Netherlands,53.85,46.15,0,1,,95.6,9.3,4.15,2.43,71.99,,4455,,0.6,11805.69,7272.1,1093.74,9.26
1963,Netherlands,53.85,46.15,0,1,15/05/1963,95.1,10,3.71,3.24,70.33,,4513,,0.7,11965.97,7406,1120.07,9.36
1964,Netherlands,53.85,46.15,0,1,,95.1,10,7.98,5.82,66.03,,4592,,0.5,12127.12,7526.02,1147.62,9.46
1965,Netherlands,26.86,43.9,24.36,2,,95.1,10,5.69,3.91,65.55,,4632,,0.6,12294.73,7644.18,1176.09,9.57
1966,Netherlands,16.09,45.75,31.8,3,,95.1,10,3.02,5.76,66.57,,4679,,0.8,12456.25,7757.86,1204.24,9.67
1967,Netherlands,50.5,49.5,0,1,15/02/1967,94.9,8,5.55,3.46,67.03,,4707,,1.7,12598.2,7854.46,1235.48,9.81
1968,Netherlands,57.14,42.86,0,1,,94.9,8,6.57,3.72,67.27,,4740,,1.5,12729.72,7943.64,1266.56,9.95
1969,Netherlands,57.14,42.86,0,1,,94.9,8,5.42,7.42,64.68,-1.64,4786,,1.1,12877.98,8044.7,1295.97,10.06
1970,Netherlands,57.14,42.86,0,1,,94.9,8,5.7,3.67,62.48,-1.97,4836,,1,13038.53,8155.65,1325.36,10.16
1971,Netherlands,53.64,46.36,0,1,28/03/1971,79.1,8,4.22,7.48,60.63,-2.12,4874,,1.3,13194.5,8271.84,1353.84,10.26
1972,Netherlands,52.67,47.33,0,1,29/11/1972,83.5,9.3,3.31,7.8,57.32,-1.11,4885,,2.3,13328.59,8381.05,1381.6,10.37
1973,Netherlands,28.4,35.38,36.22,3,,83.5,9.3,4.69,8.02,52.78,0.14,4889,,2.4,13439.32,8484.73,1410.78,10.5
1974,Netherlands,12.5,31.25,56.25,3,,83.5,9.3,3.97,9.59,50.16,-0.59,4916,,2.9,13545.06,8596.71,1442.86,10.65
1975,Netherlands,12.5,31.25,56.25,3,,83.5,9.3,-0.09,10.22,50.54,-3.21,5003,57.32,5.5,13666.33,8728.34,1474.79,10.79
1976,Netherlands,12.5,31.25,56.25,3,,83.5,9.3,5.12,8.83,49.39,-2.31,5033,56.8,5.8,13774.04,8860.41,1502.24,10.91
1977,Netherlands,13.24,32.51,54.25,3,25/05/1977,88,13.3,2.32,6.4,48.97,-0.97,5072,56.5,5.6,13856.18,8977.09,1531.82,11.06
1978,Netherlands,33.33,66.67,0,1,,88,13.3,2.48,4.11,50.77,-2.36,5132,56.43,5.6,13941.7,9095.22,1565.11,11.23
1979,Netherlands,33.33,66.67,0,1,,88,13.3,1.84,4.2,53.65,-2.52,5207,56.45,5.7,14038.27,9223.98,1598.11,11.38
1980,Netherlands,33.33,66.67,0,1,,88,13.3,1.68,6.51,56.36,-3.89,5403,57.71,6.4,14149.8,9361.96,1628.67,11.51
1981,Netherlands,23.11,64.62,12.27,2,26/05/1981,87,14.7,-0.51,6.74,61.52,-4.76,5660,59.65,8.9,14247.21,9488.19,1655.13,11.62
1982,Netherlands,0,66.36,33.64,3,8/9/1982,81,16.7,-1.28,5.91,68.36,-5.89,5774,60.17,11.8,14312.69,9596.18,1678.19,11.73
1983,Netherlands,0,100,0,1,,81,16.7,1.76,2.74,75.03,-5.16,5729,59.05,9.5,14367.07,9702.21,1698.29,11.82
1984,Netherlands,0,100,0,1,,81,16.7,3.12,3.3,79.9,-5.02,5773,58.82,9.3,14424.21,9814.99,1719.1,11.92
1985,Netherlands,0,100,0,1,,81,16.7,2.66,2.26,83.99,-3.33,5812,58.57,8.4,14491.63,9922.94,1749.47,12.07
1986,Netherlands,4.7,95.3,0,1,21/05/1986,85.8,20,3.13,0.08,82.15,-4.26,5863,58.52,7.6,14572.28,10018.8,1786.6,12.26
1987,Netherlands,35.71,64.29,0,1,,85.8,20,1.85,-0.69,81.66,-4.99,6486,64.15,7.5,14665.04,10110.88,1822.04,12.42
1988,Netherlands,35.71,64.29,0,1,,85.8,20,2.98,0.74,83.27,-3.94,6641,65.19,7.4,14760.09,10187.41,1858.54,12.59
1989,Netherlands,30.33,62.13,7.53,2,6/9/1989,80.3,25.3,4.48,1.08,83.99,-4.7,6713,65.52,6.7,14848.91,10245.36,1891.32,12.74
1990,Netherlands,0,50,50,3,,80.3,25.3,4.18,2.45,83.62,-4.97,6872,66.68,6.1,14951.51,10305.28,1919.63,12.84
1991,Netherlands,0,50,50,3,,80.3,25.3,2.45,3.16,84.45,-2.53,7011,67.6,5.7,15069.8,10371.5,1946.67,12.92
1992,Netherlands,0,50,50,3,,80.3,25.3,1.59,3.18,87.88,-4,7133,68.37,5.7,15184.17,10433.57,1972.61,12.99
1993,Netherlands,0,50,50,3,,80.3,25.3,1.26,2.58,92.24,-2.71,7085,67.54,6.5,15290.37,10490.21,1996.76,13.06
1994,Netherlands,12.92,42.25,44.83,3,3/5/1994,78.8,31.3,3.01,2.8,82.61,-3.44,7184,68.19,7.2,15382.84,10535,2020.79,13.14
1995,Netherlands,35.71,28.57,35.71,3,,78.8,31.3,3.25,1.92,85.33,-8.58,7410,70.11,8.3,15459.01,10568.69,2047.22,13.24
1996,Netherlands,35.71,28.57,35.71,3,,78.8,31.3,3.29,2.11,83.75,-1.72,7517,70.89,7.7,15530.5,10603.56,2072.36,13.34
1997,Netherlands,35.71,28.57,35.71,3,,78.8,31.3,4.51,2.11,78.34,-1.27,7673,72.1,6.5,15610.65,10641.73,2096.78,13.43
1998,Netherlands,38.67,25.62,35.71,3,6/5/1998,73.3,36,4.42,1.96,76.03,-0.9,7797,72.95,5.1,15707.21,10687.46,2120.33,13.5
1999,Netherlands,40,20,40,3,,73.3,36,4.95,2.16,67.29,0.33,7939,73.92,4.2,15812.09,10739.67,2141.69,13.54
2000,Netherlands,40,20,40,3,,73.3,36,4.33,2.36,60.13,1.88,8119.2,75.17,3.7,15925.51,10800.5,2163.47,13.58
2001,Netherlands,40,20,40,3,,73.3,36,2.12,4.16,56.15,-0.34,8277.3,76.14,3.1,16046.18,10871.68,2186.61,13.63
2002,Netherlands,39.42,38.44,22.14,2,15/05/2002,79.1,34,0.1,3.29,56.94,-2.07,8430.7,77.1,3.7,16148.93,10935.18,2209.59,13.68
2003,Netherlands,32.5,67.5,0,1,22/01/2003,80,36.7,0.37,2.09,57.98,-3.03,8466.6,77.13,4.8,16225.3,10976.6,2235.81,13.78
2004,Netherlands,37.5,62.5,0,1,,80,36.7,1.77,1.26,58.03,-1.74,8533.3,77.58,5.7,16281.78,10999.73,2269.91,13.94
2005,Netherlands,37.5,62.5,0,1,,80,36.7,2.25,1.69,57.07,-0.26,8550.3,77.63,5.9,16319.87,11013.72,2309.56,14.15
2006,Netherlands,40.55,59.45,0,1,22/11/2006,80.4,36.7,3.61,1.1,50.96,0.2,8634.9,78.32,5,16346.1,11025.1,2349.41,14.37
2007,Netherlands,6.23,61.61,32.16,2,,80.4,39.3,3.7,1.61,48.15,0.2,8779.6,79.5,4.2,16381.7,11042.94,2391.59,14.6
2008,Netherlands,0,62.5,37.5,3,,80.4,41.3,1.7,2.49,60.96,0.21,8874,80.14,3.7,16445.59,11072.88,2443.32,14.86
2009,Netherlands,0,62.5,37.5,3,,80.4,42,-3.77,1.19,63.68,-5.44,8936.3,80.45,4.4,16530.39,11107.33,2505.07,15.15
2010,Netherlands,10.82,84.04,5.14,2,9/6/2010,75.4,40.7,1.32,1.28,67.63,-5.01,8791.5,78.93,5,16615.39,11138.76,2566.64,15.45
2011,Netherlands,50,50,0,1,,75.4,40.7,1.66,2.34,71.62,-4.31,,,5,16693.07,11135.55,2655.66,15.91
2012,Netherlands,50.6,42.21,7.19,2,12/9/2012,74.6,38.7,-1.06,2.46,77.37,-3.9,,,5.8,16754.96,11097.31,2770.36,16.53
2013,Netherlands,53.85,0,46.15,3,,74.6,38.7,-0.41,2.51,76.34,-2.39,,,7.3,16804.43,11068.75,2871.69,17.09
2014,Netherlands,53.85,0,46.15,3,,74.6,38.7,1.01,0.98,81.03,-2.36,,,7.4,,,,
1960,New Zealand,5.46,0,94.54,4,26/11/1960,89.7,5,,0.7,67.99,,876,63.02,0,2377,1390,206,8.67
1961,New Zealand,100,0,0,1,,89.7,5,4.45,1.8,64.59,,895,63.16,0,2427,1417,209,8.61
1962,New Zealand,100,0,0,1,,89.7,5,2.49,2.68,64.99,,912,62.64,0.1,2485,1456,211,8.49
1963,New Zealand,100,0,0,1,30/11/1963,90.2,6.3,4.32,1.97,64.49,,930,62.46,0.09,2537,1489,213,8.4
1964,New Zealand,100,0,0,1,,90.2,6.3,4.2,3.47,61.8,,958,62.94,0.09,2589,1522,215,8.3
1965,New Zealand,100,0,0,1,,90.2,6.3,6.33,3.4,59.6,,991,63.69,0.09,2635,1556,219,8.31
1966,New Zealand,100,0,0,1,26/11/1966,86,6.3,8.17,2.76,58.2,,1026,64.73,0,2683,1585,223,8.31
1967,New Zealand,100,0,0,1,,86,6.3,-3.29,6.06,59.7,,1052,65.18,0.08,2728,1614,226,8.28
1968,New Zealand,100,0,0,1,,86,6.3,-2.77,4.31,62.6,,1043,63.87,0.67,2754,1633,231,8.39
1969,New Zealand,100,0,0,1,29/11/1969,88.9,4.8,6.68,4.93,62.6,,1061,64.26,0.25,2780,1651,234,8.42
1970,New Zealand,100,0,0,1,,88.9,4.8,3.31,6.52,56,,1091,64.9,0.08,2820,1681,238,8.44
1971,New Zealand,100,0,0,1,,88.9,4.8,2.71,10.39,51.6,,1104,64.45,0.16,2864,1713,244,8.52
1972,New Zealand,93.44,0,6.56,2,25/11/1972,89.1,4.6,1.61,6.93,46.4,,1120,64.07,0.39,2913,1748,250,8.58
1973,New Zealand,0,0,100,5,,89.1,4.6,9.02,8.17,44.3,,1156,64.47,0.15,2971,1793,256,8.62
1974,New Zealand,0,0,100,5,,89.1,4.6,11.31,11.11,40.6,,1204,65.33,0.07,3032,1843,262,8.64
1975,New Zealand,5.48,0,94.52,4,29/11/1975,82.5,4.6,-5.14,14.68,41.6,,1228,65.01,0.21,3087,1889,270,8.75
1976,New Zealand,100,0,0,1,,82.5,4.6,3.25,16.91,47.6,,1250,65.14,0.28,3116,1919,279,8.95
1977,New Zealand,100,0,0,1,,82.5,4.6,-1.34,14.38,44.6,,1269,65.51,0.27,3128,1937,284,9.08
1978,New Zealand,100,0,0,1,25/11/1978,83.7,4.3,-6.37,11.96,50,,1278,65.47,1.43,3129,1952,291,9.3
1979,New Zealand,100,0,0,1,,83.7,4.3,1.5,13.7,52,,1300,66.33,1.67,3124,1960,298,9.54
1980,New Zealand,100,0,0,1,,83.7,4.3,0.39,17.15,52.3,,1303,65.64,1.93,3144,1985,305,9.7
1981,New Zealand,100,0,0,1,28/11/1981,89,8.7,4.66,15.37,50.5,,1319,65.88,3.11,3157,2002,312,9.88
1982,New Zealand,100,0,0,1,,89,8.7,3.37,16.16,51.6,,1340,65.98,3.05,3183,2031,319,10.02
1983,New Zealand,100,0,0,1,,89,8.7,1.11,7.34,59.6,,1355,65.3,4.91,3226,2075,324,10.04
1984,New Zealand,56.56,0,43.44,3,14/07/1984,91.7,12.6,8.52,6.17,62.8,,1371,64.98,4.85,3258,2110,330,10.13
1985,New Zealand,0,0,100,5,,91.7,12.6,1.62,15.42,71.79,,1399,65.68,3.61,3272,2130,336,10.27
1986,New Zealand,0,0,100,5,,91.7,12.6,0.59,13.21,70.69,-6.95,1703.2,79.59,3.91,3277,2140,344,10.5
1987,New Zealand,0,0,100,5,15/08/1987,87.2,14.4,1.11,15.74,75.99,-2.64,1711.2,78.97,3.99,3304,2167,351,10.62
1988,New Zealand,0,0,100,5,,87.2,14.4,1.39,6.38,62.4,-4.86,1684.3,77.19,5.46,3317,2182,358,10.79
1989,New Zealand,0,0,100,5,,87.2,14.4,1.46,5.72,58.4,-3.61,1655,75.57,6.98,3330,2190,365,10.96
1990,New Zealand,16.44,0,83.56,4,27/10/1990,83.2,16.5,1.07,6.1,61.7,-4.89,1679,76.01,8.28,3363,2209,374,11.12
1991,New Zealand,100,0,0,1,,83.2,16.5,-2.16,2.6,60.1,-3.58,1700,74.02,10.43,3495.1,2296.6,391.3,11.2
1992,New Zealand,100,0,0,1,,83.2,16.5,0.81,1.01,64.59,-2.98,1706,73.6,10,3531.7,2317.8,399.6,11.31
1993,New Zealand,100,0,0,1,6/11/1993,82.8,21.2,4.94,1.29,63.09,-0.41,1723,73.64,9.17,3572.2,2339.8,407.8,11.42
1994,New Zealand,100,0,0,1,,82.8,21.2,6.68,1.75,55.64,2.58,1768,74.63,7.36,3620,2368.9,415.9,11.49
1995,New Zealand,100,0,0,1,,82.8,21.2,4.33,3.75,49.77,2.37,1813,75.46,6.05,3673.4,2402.5,423.4,11.53
1996,New Zealand,100,0,0,1,12/10/1996,88.8,29.2,3.82,2.29,43.53,2.42,1867,76.44,6.1,3732,2442.4,430.1,11.52
1997,New Zealand,100,0,0,1,,88.8,29.2,2.93,1.19,41.04,0.86,1888,76.26,6.71,3781.3,2475.6,436.3,11.54
1998,New Zealand,98.13,0,0,1,,88.8,29.2,0.74,1.27,40.86,-0.02,1894,75.87,7.4,3815,2496.5,442.2,11.59
1999,New Zealand,88.49,0,6.3,2,27/11/1999,84.8,30.8,4.5,-0.11,38.29,-0.22,1909,76.06,6.48,3835.1,2509.9,447.9,11.68
2000,New Zealand,0,0,100,5,,84.8,30.8,3.91,2.62,36.24,1.68,1926,76.26,5.62,3857.7,2525.5,453.5,11.76
2001,New Zealand,0,0,100,5,,84.8,30.8,2.24,2.63,34.28,1.37,1960,77.08,5.19,3880.5,2542.7,460.6,11.87
2002,New Zealand,0,0,100,5,27/07/2002,77,29.2,5.07,2.68,32.44,3.34,2019,77.73,4.97,3948.5,2597.4,467.5,11.84
2003,New Zealand,0,0,100,5,,77,28.3,4.59,1.75,30.41,3.5,2059,77.36,4.39,4027.2,2661.5,475.7,11.81
2004,New Zealand,0,0,100,5,,77,28.3,4.39,2.29,27.75,3.92,2116,78.09,3.73,4087.5,2709.8,484.6,11.86
2005,New Zealand,0,0,100,5,17/09/2005,77,32.2,2.56,3.04,26.59,4.6,2173,79.1,3.68,4133.9,2747.2,496.4,12.01
2006,New Zealand,0,0,100,5,,77,32.2,2.76,3.37,26.16,5.17,2226,79.94,3.64,4184.6,2784.6,511.6,12.23
2007,New Zealand,0,0,100,5,,77,33.1,3.93,2.38,25.06,4.37,2260,80.5,3.51,4223.8,2807.3,525.3,12.44
2008,New Zealand,11.75,0,88.25,4,8/11/2008,75.1,33.6,-0.4,3.96,28.13,0.5,2280,80.59,4.29,4259.8,2829.2,535,12.56
2009,New Zealand,100,0,0,1,,75.1,33.6,0.32,2.12,33.35,-2.82,2297,80.51,6.12,4302.6,2853.1,548.3,12.74
2010,New Zealand,100,0,0,1,,75.1,33.6,2.03,2.3,36.98,-7.11,2318,80.51,6.54,4350.7,2879.1,563.5,12.95
2011,New Zealand,100,0,0,1,26/11/2011,69.6,32.2,1.87,4.03,40.25,-4.05,2350,81.22,6.5,4384,2893.2,580.1,13.23
2012,New Zealand,100,0,0,1,,69.6,32.2,2.84,1.06,41.21,-2.14,2355,81.34,6.95,4408.1,2895.2,603,13.68
2013,New Zealand,100,0,0,1,,69.6,32.2,1.69,1.13,40.49,-0.75,2384,82,6.23,4442.1,2907.3,626,14.09
2014,New Zealand,100,0,0,1,20/09/2014,70.9,29.8,2.99,1.23,40.91,-0.13,2455,83.27,5.76,4509.7,2948.2,650.4,14.42
1960,Norway,0,0,100,5,,78.3,6.7,,0.36,48.87,3.44,1457,64.3,1.2,3585,2266,391,10.91
1961,Norway,0,0,100,5,11/9/1961,79.1,8.7,6.28,2.16,45.42,4.66,1469,64.18,0.9,3615,2289,402,11.12
1962,Norway,0,0,100,5,,79.1,8.7,2.81,5.27,43.78,3.6,1478,64.15,1,3639,2304,416,11.43
1963,Norway,4.09,3.58,92.33,4,,79.1,8.7,3.79,2.47,41.49,2.17,1483,63.78,1.3,3667,2325,426,11.62
1964,Norway,0,0,100,5,,79.1,8.7,5.01,5.87,31.16,2.7,1492,63.73,1.1,3694,2341,435,11.78
1965,Norway,13.48,8.99,77.53,4,12/9/1965,85.4,8,5.29,4.19,36.9,2.38,1496,63.5,0.9,3723,2356,445,11.95
1966,Norway,60,40,0,1,,85.4,8,3.79,3.25,35.78,3.21,1503,63.44,0.8,3753,2369,457,12.18
1967,Norway,60,40,0,1,,85.4,8,6.26,4.58,37.06,3.85,1517,63.66,0.7,3785,2383,469,12.39
1968,Norway,60,40,0,1,,85.4,8,2.26,3.45,36.9,3.01,1528,63.69,1.1,3819,2399,481,12.59
1969,Norway,60,40,0,1,7/9/1969,83.8,9.3,4.5,2.96,36.57,3.22,1538,63.69,1.1,3851,2415,491,12.75
1970,Norway,60,40,0,1,,83.8,9.3,2,10.64,38.35,2.48,1557,64.1,0.8,3879,2429,500,12.89
1971,Norway,11.67,7.78,80.55,4,,83.8,9.3,5.13,6.22,38.28,3.38,1576,64.51,0.8,3903,2443,508,13.02
1972,Norway,6.83,13.66,79.51,4,,83.8,9.3,5.09,7.26,38.61,3.69,1701,69.12,1.7,3933,2461,517,13.15
1973,Norway,26.3,52.6,21.1,2,9/9/1973,80.2,15.5,4.41,7.42,37.48,4.78,1702,68.71,1.6,3961,2477,527,13.3
1974,Norway,0,0,100,5,,80.2,15.5,4.19,9.41,35.2,3.81,1709,68.58,1.5,3985,2492,537,13.48
1975,Norway,0,0,100,5,,80.2,15.5,5.23,11.69,36.43,2.59,1772,70.74,2.3,4007,2505,548,13.68
1976,Norway,0,0,100,5,,80.2,15.5,5.86,9.16,38.27,1.92,1844,73.2,1.8,4026,2519,559,13.88
1977,Norway,0,0,100,5,11/9/1977,82.9,23.9,4.27,9.1,43.48,0.72,1876,74.09,1.5,4043,2532,571,14.12
1978,Norway,0,0,100,5,,82.9,23.9,3.49,8.16,49.59,0.96,1911,75.06,1.8,4059,2546,583,14.36
1979,Norway,0,0,100,5,,82.9,23.9,4.37,4.73,39.29,2.16,1937,75.63,2,4073,2561,593,14.56
1980,Norway,0,0,100,5,,82.9,23.9,4.56,10.91,36.5,5.32,1940,75.28,1.7,4086,2577,603,14.76
1981,Norway,21.64,0,78.36,4,14/09/1981,82,25.8,1.6,13.66,32.71,4.79,1975,76.08,2.1,4100,2596,612,14.93
1982,Norway,100,0,0,1,,82,25.8,0.24,11.32,29.41,3.93,1995,76.32,2.7,4115,2614,623,15.14
1983,Norway,81.1,18.9,0,1,,82,25.8,3.97,8.42,27.14,5.96,2014,76.52,3.5,4128,2632,634,15.36
1984,Norway,66.67,33.33,0,1,,82,25.8,6.05,6.31,27.52,6.88,2034,76.7,3.2,4140,2652,643,15.53
1985,Norway,66.12,33.88,0,1,8/9/1985,84,34.4,5.55,5.65,29.81,9.69,2068,77.48,2.6,4153,2669,653,15.72
1986,Norway,21.43,13.64,64.93,3,,84,34.4,4.04,7.19,37.2,5.82,2128,79.26,2,4169,2685,665,15.95
1987,Norway,0,0,100,5,,84,34.4,1.75,8.72,30.8,4.55,2171,80.26,2.1,4187,2705,674,16.1
1988,Norway,0,0,100,5,,84,34.4,-0.26,6.68,30.08,2.66,2183,80.11,3.2,4209,2725,682,16.2
1989,Norway,9.38,11.72,78.9,4,10/9/1989,83.2,35.8,1.04,4.54,30,1.82,2155,78.71,4.9,4227,2738,688,16.28
1990,Norway,37.26,46.58,16.16,2,,83.2,35.8,1.93,4.13,26.85,2.2,2142,78,5.2,4241,2746,692,16.32
1991,Norway,0,0,100,5,,83.2,35.8,3.08,3.42,25.35,0.13,2126,77.08,5.5,4262,2758,694,16.28
1992,Norway,0,0,100,5,,83.2,35.8,3.57,2.35,29.57,-1.81,2130,76.87,5.9,4287,2771,696,16.24
1993,Norway,0,0,100,5,12/9/1993,75.8,39.4,2.85,2.29,37.17,-1.4,2131,76.49,6,4312,2786,696,16.14
1994,Norway,0,0,100,5,,75.8,39.4,5.06,1.4,33.99,0.27,2151,76.79,5.4,4337,2801,695,16.02
1995,Norway,0,0,100,5,,75.8,39.4,4.15,2.45,37.3,3.15,2186,77.65,4.9,4358.98,2815.35,694.7,15.94
1996,Norway,0,0,100,5,,75.8,39.4,5.03,1.25,32.98,6.16,2239,79.16,4.7,4381.34,2828.61,693.99,15.84
1997,Norway,4.38,16.44,79.18,4,15/09/1997,78.3,36.4,5.28,2.58,29.19,7.49,2287,80.41,3.9,4405.16,2844.21,692.67,15.72
1998,Norway,21.05,78.95,0,1,,78.3,36.4,2.62,2.27,27.56,3.25,2323,81.11,3.1,4431.46,2863.94,689.86,15.57
1999,Norway,21.05,78.95,0,1,,78.3,36.4,2.01,2.33,28.71,5.87,2333,80.75,3,4462,2889,685,15.35
2000,Norway,4.37,16.39,79.23,4,,78.3,36.4,3.21,3.09,32.21,15.1,2350,80.73,3.2,4491,2911,681,15.16
2001,Norway,13.87,6.4,79.73,4,10/9/2001,75.5,35.8,2.09,3.02,31.31,13.19,2361,80.5,3.4,4514,2933,678,15.02
2002,Norway,68.42,31.58,0,1,,75.5,36.4,1.44,1.29,38.67,9.05,2378,80.47,3.7,4538,2955,674,14.85
2003,Norway,68.42,31.58,0,1,,75.5,36.4,0.92,2.48,48.01,7.25,2375,79.7,4.2,4564,2980,674,14.77
2004,Norway,68.42,31.58,0,1,,75.5,38.2,3.96,0.47,49.88,10.92,2382,79.24,4.3,4591.91,3005.94,676.04,14.72
2005,Norway,54.17,29.39,16.44,2,12/9/2005,77.4,37.9,2.62,1.52,46.91,14.82,2399.5,79.06,4.5,4623.29,3035.13,680.09,14.71
2006,Norway,0,21.05,78.95,4,,77.4,37.9,2.4,2.33,57.81,18.02,2446,79.67,3.4,4661,3070,684,14.67
2007,Norway,0,21.05,78.95,4,,77.4,36.1,2.93,0.73,55.56,17.12,2507,80.53,2.5,4709,3113,689,14.63
2008,Norway,0,21.05,78.95,4,,77.4,36.1,0.38,3.77,54.23,18.7,2591,82.02,2.5,4768,3159,699,14.66
